School Name,Pickup Route,Pickup Bus Stop,Pickup Time,Dropoff Route,Dropoff Bus Stop,Dropoff Time
WESTERN INTERNATIONAL HS,412,S LIDDESDALE ST@OMAHA ST,6:56 AM,412,S LIDDESDALE ST@OMAHA ST,4:03 PM
WESTERN INTERNATIONAL HS,412,S BEATRICE ST@SALLIOTTE ST,7:01 AM,412,S BEATRICE ST@SALLIOTTE ST,4:00 PM
WESTERN INTERNATIONAL HS,412,S ETHEL ST@MELVIN ST,7:08 AM,412,S ETHEL ST@MELVIN ST,3:52 PM
WESTERN INTERNATIONAL HS,412,S LIDDESDALE ST@LEONARD ST,7:20 AM,412,S LIDDESDALE ST@LEONARD ST,3:49 PM
WESTERN INTERNATIONAL HS,412,W LAFAYETTE BLVD@LAWNDALE ST,7:30 AM,412,W LAFAYETTE BLVD@LAWNDALE ST,3:39 PM
WESTERN INTERNATIONAL HS,412,LAWNDALE ST@GARTNER ST,7:34 AM,412,LAWNDALE ST@GARTNER ST,3:36 PM
WESTERN INTERNATIONAL HS,629,PITT ST@WENDELL ST,7:09 AM,629,PITT ST@WENDELL ST,3:43 PM
WESTERN INTERNATIONAL HS,629,SPRINGWELLS ST N@PITT ST,7:12 AM,629,SPRINGWELLS ST N@PITT ST,3:40 PM
WESTERN INTERNATIONAL HS,629,GREEN ST N@LEXINGTON ST,7:20 AM,629,GREEN ST N@LEXINGTON ST,3:35 PM
WESTERN INTERNATIONAL HS,701,MAJESTIC ST@BURNETTE ST,6:57 AM,701,MAJESTIC ST@BURNETTE ST,3:51 PM
WESTERN INTERNATIONAL HS,701,LONYO ST@MCGRAW ST,7:02 AM,701,LONYO ST@MCGRAW ST,3:44 PM
WESTERN INTERNATIONAL HS,701,LONYO ST@HENDERSON ST,7:03 AM,701,LONYO ST@HENDERSON ST,3:46 PM
WESTERN INTERNATIONAL HS,701,LONYO ST@KIRKWOOD ST,7:04 AM,701,LONYO ST@KIRKWOOD ST,3:47 PM
WESTERN INTERNATIONAL HS,701,MICHIGAN AVE@CENTRAL ST,7:10 AM,701,MICHIGAN AVE@CENTRAL ST,3:41 PM
PERSHING HS,351,JOHN R ST@LONGWOOD AVE E,7:11 AM,351,JOHN R ST@LONGWOOD AVE E,3:56 PM
PERSHING HS,351,ANDOVER@E 7 MILE RD (FAMILY DOLLAR),7:16 AM,351,ANDOVER@E 7 MILE RD (FAMILY DOLLAR),3:47 PM
PERSHING HS,351,W 7 MILE RD@BLAKE ST (GRN UNION - DOOR 1),7:20 AM,351,W 7 MILE RD@BLAKE ST (GRN UNION - DOOR 1),3:50 PM
PERSHING HS,351,E STATE FAIR AVE@ANDOVER ST,7:24 AM,351,E STATE FAIR AVE@ANDOVER ST,3:43 PM
PERSHING HS,351,IRVINGTON ST@E STATE FAIR AVE,7:26 AM,351,IRVINGTON ST@E STATE FAIR AVE,3:42 PM
PERSHING HS,351,RUSSELL ST@E STATE FAIR AVE,7:30 AM,351,RUSSELL ST@E STATE FAIR AVE,3:39 PM
PERSHING HS,351,GREELEY ST@WINCHESTER E,7:34 AM,351,GREELEY ST@WINCHESTER E,3:37 PM
PERSHING HS,351,MITCHELL ST@REMINGTON ST E,7:40 AM,351,MITCHELL ST@REMINGTON ST E,3:33 PM
PERSHING HS,352,VICTORIA ST@MAINE ST,7:02 AM,352,VICTORIA ST@MAINE ST,4:05 PM
PERSHING HS,352,VICTORIA ST@LUMPKIN ST,7:04 AM,352,VICTORIA ST@LUMPKIN ST,4:02 PM
PERSHING HS,352,BURNSIDE ST@GODDARD ST,7:10 AM,352,BURNSIDE ST@GODDARD ST,3:55 PM
PERSHING HS,352,HALLECK ST@MCDOUGALL ST,7:14 AM,352,HALLECK ST@MCDOUGALL ST,3:51 PM
PERSHING HS,352,LAWLEY ST@GALLAGHER ST,7:17 AM,352,LAWLEY ST@GALLAGHER ST,3:49 PM
PERSHING HS,352,DAVISON ST E@SHIELDS ST,7:21 AM,352,DAVISON ST E@SHIELDS ST,3:47 PM
PERSHING HS,352,SOBIESKI ST@FENELON ST,7:25 AM,352,SOBIESKI ST@FENELON ST,3:43 PM
PERSHING HS,352,HAROLD ST@BUFFALO ST,7:29 AM,352,HAROLD ST@BUFFALO ST,3:40 PM
PERSHING HS,352,ALPENA ST@HAROLD ST,7:32 AM,352,ALPENA ST@HAROLD ST,3:38 PM
PERSHING HS,352,RUPERT ST@DWYER ST,7:37 AM,352,RUPERT ST@DWYER ST,3:35 PM
PERSHING HS,353,NORWOOD ST@MINNESOTA ST (CONANT PARK),7:05 AM,353,NORWOOD ST@MINNESOTA ST (CONANT PARK),3:32 PM
PERSHING HS,353,NEVADA ST E@MITCHELL ST,7:08 AM,353,NEVADA ST E@MITCHELL ST,3:34 PM
PERSHING HS,353,NEVADA ST E@ANGLIN ST,7:10 AM,353,NEVADA ST E@ANGLIN ST,3:35 PM
PERSHING HS,353,MADEIRA ST@GREELEY ST,7:17 AM,353,MADEIRA ST@GREELEY ST,3:54 PM
PERSHING HS,353,MINNESOTA ST@GREELEY ST,7:19 AM,353,MINNESOTA ST@GREELEY ST,3:53 PM
PERSHING HS,353,GRIXDALE E@GREELEY ST,7:23 AM,353,GRIXDALE E@GREELEY ST,3:51 PM
PERSHING HS,353,7 MILE RD E@RUSSELL ST,7:27 AM,353,7 MILE RD E@RUSSELL ST,3:48 PM
PERSHING HS,353,EMERY ST@DEQUINDRE ST,7:33 AM,353,EMERY ST@DEQUINDRE ST,3:45 PM
PERSHING HS,353,DEQUINDRE-GRIXDALE PARK ,7:36 AM,353,DEQUINDRE-GRIXDALE PARK ,3:42 PM
PERSHING HS,353,E GRIXDALE ST@ANGLIN ST (YAKSICH PARK),7:40 AM,353,E GRIXDALE ST@ANGLIN ST (YAKSICH PARK),3:37 PM
PERSHING HS,354,E OUTER DR@MOUND RD (FAMILY DOLLAR),7:12 AM,354,E OUTER DR@MOUND RD (FAMILY DOLLAR),3:52 PM
PERSHING HS,354,AMRAD ST@BLOOM ST,7:17 AM,354,AMRAD ST@BLOOM ST,3:56 PM
PERSHING HS,354,E OUTER DR@HASSE ST (FARWELL RECREATION CTR),7:22 AM,354,E OUTER DR@HASSE ST (FARWELL RECREATION CTR),3:47 PM
PERSHING HS,354,LANTZ ST E@HASSE ST,7:24 AM,354,LANTZ ST E@HASSE ST,3:49 PM
PERSHING HS,354,EMERY ST@HEALY ST,7:27 AM,354,EMERY ST@HEALY ST,3:45 PM
PERSHING HS,354,EMERY ST@KEYSTONE ST,7:30 AM,354,EMERY ST@KEYSTONE ST,3:42 PM
PERSHING HS,354,EMERY ST@BUFFALO ST,7:32 AM,354,EMERY ST@BUFFALO ST,3:39 PM
PERSHING HS,354,CALDWELL ST@HILDALE ST E,7:36 AM,354,CALDWELL ST@HILDALE ST E,3:37 PM
PERSHING HS,354,HEALY ST@STOCKTON ST (KRAINZ PARK),7:40 AM,354,HEALY ST@STOCKTON ST (KRAINZ PARK),3:32 PM
CODY HIGH SCHOOL,251,W DAVISON@BRAILE ST,6:50 AM,251,W DAVISON@BRAILE ST,4:11 PM
CODY HIGH SCHOOL,251,SCHOOLCRAFT@CHATHAM ST,6:55 AM,251,SCHOOLCRAFT@CHATHAM ST,4:04 PM
CODY HIGH SCHOOL,251,SCHOOLCRAFT@RIVERVIEW ST,6:58 AM,251,SCHOOLCRAFT@RIVERVIEW ST,4:06 PM
CODY HIGH SCHOOL,251,LAMPHERE ST@WANAMAKER PL,7:05 AM,251,LAMPHERE ST@WANAMAKER PL,4:01 PM
CODY HIGH SCHOOL,251,LAHSER RD@FENKELL ST (GRANDYS CONEY ISLAND),7:09 AM,251,LAHSER RD@FENKELL ST,3:58 PM
CODY HIGH SCHOOL,251,LYNDON ST@TRINITY ST,7:14 AM,251,LYNDON ST@TRINITY ST,3:54 PM
CODY HIGH SCHOOL,251,ACACIA ST@BURT RD,7:17 AM,251,ACACIA ST@BURT RD,3:52 PM
CODY HIGH SCHOOL,251,LYNDON ST@HEYDEN ST,7:21 AM,251,LYNDON ST@HEYDEN ST,3:48 PM
CODY HIGH SCHOOL,251,EVERGREEN RD@ACACIA ST,7:23 AM,251,EVERGREEN RD@ACACIA ST,3:45 PM
CODY HIGH SCHOOL,251,LYNDON ST@STAHELIN AVE,7:28 AM,251,LYNDON ST@STAHELIN AVE,3:42 PM
CODY HIGH SCHOOL,251,KENDALL ST@FAUST AVE,7:31 AM,251,KENDALL ST@FAUST AVE,3:39 PM
CODY HIGH SCHOOL,251,WOODMONT AVE@GLENDALE ST,7:37 AM,251,WOODMONT AVE@GLENDALE ST,3:35 PM
CODY HIGH SCHOOL,252,GREENFIELD RD@FENKELL ST (CAPTAIN JAYS),6:57 AM,252,GREENFIELD RD@FENKELL ST,4:08 PM
CODY HIGH SCHOOL,252,LYNDON ST@GREENFIELD RD (RAINBOW),7:00 AM,252,LYNDON ST@GREENFIELD RD,4:05 PM
CODY HIGH SCHOOL,252,LYNDON ST@TERRY ST,7:03 AM,252,LYNDON ST@TERRY ST,4:03 PM
CODY HIGH SCHOOL,252,CHALFONTE ST@CRUSE ST,7:08 AM,252,CHALFONTE ST@CRUSE ST,3:59 PM
CODY HIGH SCHOOL,252,LYNDON ST@ARDMORE ST,7:11 AM,252,LYNDON ST@ARDMORE ST,3:57 PM
CODY HIGH SCHOOL,252,KENDALL ST@GREENFIELD RD (FOOD GIANT),7:17 AM,252,KENDALL ST@GREENFIELD RD,3:51 PM
CODY HIGH SCHOOL,252,SCHOOLCRAFT ST@MONTROSE ST,7:21 AM,252,MONTROSE ST@SCHOOLCRAFT ST,3:49 PM
CODY HIGH SCHOOL,252,SCHOOLCRAFT ST@METTETAL ST,7:25 AM,252,SCHOOLCRAFT ST@METTETAL ST,3:37 PM
CODY HIGH SCHOOL,252,SCHOOLCRAFT ST@GRANDMONT AVE,7:27 AM,252,SCHOOLCRAFT ST@GRANDMONT AVE,3:38 PM
CODY HIGH SCHOOL,252,LYNDON ST @METTETAL ST,7:31 AM,252,LYNDON ST @METTETAL ST,3:44 PM
CODY HIGH SCHOOL,252,LYNDON ST@ARCHDALE ST,7:35 AM,252,LYNDON ST@ARCHDALE ST,3:41 PM
CODY HIGH SCHOOL,253,LAMPHERE@SAWYER,6:55 AM,253,LAMPHERE@SAWYER,4:04 PM
CODY HIGH SCHOOL,253,EVERGREEN AVE@SAWYER ST,7:02 AM,253,EVERGREEN AVE@SAWYER ST,3:58 PM
CODY HIGH SCHOOL,253,W WARREN@EVERGREEN RD (HAIRLAND),7:05 AM,253,W WARREN@EVERGREEN RD,3:56 PM
CODY HIGH SCHOOL,253,W WARREN AVE@PIEDMONT ST,7:09 AM,253,W WARREN AVE@PIEDMONT ST,3:53 PM
CODY HIGH SCHOOL,253,ROSEMONT AVE@W WARREN (LA INSURANCE),7:13 AM,253,ROSEMONT AVE@W WARREN,3:51 PM
CODY HIGH SCHOOL,253,TIREMAN ST@FAUST AVE,7:17 AM,253,TIREMAN ST@FAUST AVE,3:47 PM
CODY HIGH SCHOOL,253,BRACE ST@TIREMAN ST,7:19 AM,253,BRACE ST@TIREMAN ST,3:46 PM
CODY HIGH SCHOOL,253,TIREMAN ST@PIEDMONT ST,7:22 AM,253,TIREMAN ST@PIEDMONT ST,3:44 PM
CODY HIGH SCHOOL,253,TIREMAN ST@MINOCK ST,7:25 AM,253,TIREMAN ST@MINOCK ST,3:42 PM
CODY HIGH SCHOOL,253,EVERGREEN AVE@TIREMAN ST,7:27 AM,253,EVERGREEN AVE@TIREMAN ST,3:41 PM
CODY HIGH SCHOOL,253,TIREMAN ST@PATTON ST,7:30 AM,253,TIREMAN ST@PATTON ST,3:39 PM
CODY HIGH SCHOOL,253,TIREMAN ST@BURT RD,7:33 AM,253,TIREMAN ST@BURT RD,3:37 PM
CODY HIGH SCHOOL,253,CONSTANCE ST@BURT RD,7:36 AM,253,CONSTANCE ST@BURT RD,3:35 PM
CODY HIGH SCHOOL,253,JOY RD@FIELDING ST (RENT ALL),7:39 AM,253,JOY RD@FIELDING ST,3:33 PM
CODY HIGH SCHOOL,254,SCHAEFER HWY@WADSWORTH ST,6:58 AM,254,SCHAEFER HWY@WADSWORTH ST,4:05 PM
CODY HIGH SCHOOL,254,CAPITOL ST@APPOLINE ST,7:02 AM,254,CAPITOL ST@APPOLINE ST,4:02 PM
CODY HIGH SCHOOL,254,PLYMOUTH RD@CHEYENNE ST,7:05 AM,254,PLYMOUTH RD@CHEYENNE ST,4:00 PM
CODY HIGH SCHOOL,254,W CHICAGO ST@HARTWELL ST,7:09 AM,254,W CHICAGO ST@HARTWELL ST,3:57 PM
CODY HIGH SCHOOL,254,WYOMING ST@W CHICAGO ST,7:14 AM,254,WYOMING ST@W CHICAGO ST,3:53 PM
CODY HIGH SCHOOL,254,JOY RD@WYOMING ST (HOMETOWN SUPERMARKET),7:19 AM,254,JOY RD@WYOMING ST,3:49 PM
CODY HIGH SCHOOL,254,MACKENZIE ST@OHIO ST,7:23 AM,254,MACKENZIE ST@OHIO ST,3:47 PM
CODY HIGH SCHOOL,254,TIREMAN ST@WYOMING ST (FAMILY DOLLAR),7:27 AM,254,TIREMAN ST@WYOMING ST,3:44 PM
CODY HIGH SCHOOL,254,ELLIS ST@MENDOTA ST,7:31 AM,254,ELLIS ST@MENDOTA ST,3:40 PM
CODY HIGH SCHOOL,254,MACKENZIE ST@TERRY ST,7:37 AM,254,MACKENZIE ST@TERRY ST,3:35 PM
CODY HIGH SCHOOL,255,GLENDALE ST@APPLETON ST,6:56 AM,255,GLENDALE ST@APPLETON ST,4:06 PM
CODY HIGH SCHOOL,255,ELMIRA@BRAMELL,7:02 AM,255,ELMIRA@BRAMELL,4:01 PM
CODY HIGH SCHOOL,255,FIELDING ST@WESTFIELD ST,7:10 AM,255,FIELDING ST@WESTFIELD ST,3:54 PM
CODY HIGH SCHOOL,255,FIELDING ST@W CHICAGO ST,7:12 AM,255,FIELDING ST@W CHICAGO ST,3:53 PM
CODY HIGH SCHOOL,255,ORANGELAWN ST@FIELDING ST,7:15 AM,255,ORANGELAWN ST@FIELDING ST,3:51 PM
CODY HIGH SCHOOL,255,PLYMOUTH RD@STOUT ST (VALUE CENTER PRK LOT),7:18 AM,255,PLYMOUTH RD@STOUT ST,3:49 PM
CODY HIGH SCHOOL,255,PLYMOUTH RD@EVERGREEN AVE (FAMILY DOLLAR),7:22 AM,255,PLYMOUTH RD@EVERGREEN AVE,3:46 PM
CODY HIGH SCHOOL,255,PLYMOUTH RD@MEMORIAL ST (AUTOZONE),7:26 AM,255,PLYMOUTH RD@MEMORIAL ST,3:43 PM
CODY HIGH SCHOOL,255,PLYMOUTH RD@ASBURY PARK (BIBLEWAY),7:29 AM,255,PLYMOUTH RD@ASBURY PARK,3:41 PM
CODY HIGH SCHOOL,255,PLYMOUTH RD@FORRER ST,7:32 AM,255,PLYMOUTH RD@FORRER ST,3:39 PM
CODY HIGH SCHOOL,255,ELMIRA ST@MARLOWE ST,7:36 AM,255,ELMIRA ST@MARLOWE ST,3:36 PM
CODY HIGH SCHOOL,256,ANN ARBOR TRAIL@EVERGREEN RD (EVERFRESH),6:58 AM,256,ANN ARBOR TRAIL@EVERGREEN RD,4:01 PM
CODY HIGH SCHOOL,256,PAUL ST@WESTWOOD ST,7:02 AM,256,PAUL ST@WESTWOOD ST,3:59 PM
CODY HIGH SCHOOL,256,PAUL ST@ARTESIAN ST,7:04 AM,256,PAUL ST@ARTESIAN ST,3:57 PM
CODY HIGH SCHOOL,256,PAUL ST@BRACE ST,7:07 AM,256,PAUL ST@BRACE ST,3:56 PM
CODY HIGH SCHOOL,256,WHITLOCK ST@ROSEMONT AVE,7:11 AM,256,WHITLOCK ST@ROSEMONT AVE,3:53 PM
CODY HIGH SCHOOL,256,W WARREN@ARCHDALE ST (CHASE BANK),7:14 AM,256,W WARREN@ARCHDALE ST,3:51 PM
CODY HIGH SCHOOL,256,WHITLOCK ST@ABINGTON AVE,7:17 AM,256,WHITLOCK ST@ABINGTON AVE,3:48 PM
CODY HIGH SCHOOL,256,W WARREN & WOODMONT (CITIZENS BANK),7:20 AM,256,W WARREN & WOODMONT,3:46 PM
CODY HIGH SCHOOL,256,WINTHROP ST@W WARREN AVE (LUX FURNITURE),7:24 AM,256,WINTHROP ST@W WARREN AVE,3:44 PM
CODY HIGH SCHOOL,256,ASBURY PARK@BELTON ST@BELTON AVE,7:29 AM,256,ASBURY PARK@BELTON ST,3:40 PM
CODY HIGH SCHOOL,256,JOY RD@GRANDMONT AVE,7:32 AM,256,JOY RD@GRANDMONT AVE,3:37 PM
CODY HIGH SCHOOL,256,W CHICAGO ST@MANSFIELD ST,7:37 AM,256,W CHICAGO ST@MANSFIELD ST,3:34 PM
CODY HIGH SCHOOL,256,W CHICAGO ST@ASBURY PARK,7:39 AM,256,W CHICAGO ST@ASBURY PARK,3:33 PM
